URI	FACH	Type	Top Konzept	Bundesland	KIM-Fach exact	KIM-Fach exact	FEHLT	NOTIZEN
https://w3id.org/schulfach/SN_0000036	Französisch AbiBac	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Französisch (KIM-Schulfach)			Gymnasium
https://w3id.org/schulfach/SN_0000037	Geographie AbiBac	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Geografie (KIM-Schulfach)			Gymnasium
https://w3id.org/schulfach/SN_0000038	Geschichte - bikulturell - AbiBac	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Geschichte (KIM-Schulfach)			Gymnasium
https://w3id.org/schulfach/SN_0000039	Graecum und antike Kultur	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Alt-Griechisch (KIM-Schulfach)			fächerverbindender Grundkurs Sek II, schulspezifisches Profil 8-10 Gymnasium
https://w3id.org/schulfach/SN_0000040	Griechisch	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Neugriechisch (KIM-Schulfach)			Gymnasium
https://w3id.org/schulfach/SN_0000041	Italienisch	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Italienisch (KIM-Schulfach)			Gymnasium
https://w3id.org/schulfach/SN_0000042	Latein	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Latein (KIM-Schulfach)			Gymnasium
https://w3id.org/schulfach/SN_0000043	Latinum und antike Kultur 	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Latein (KIM-Schulfach)			fächerverbindender Grundkurs Sek II, schulspezifisches Profil 8-10 Gymnasium
https://w3id.org/schulfach/SN_0000044	Philosophie	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Philosophie (KIM-Schulfach)			Gymnasium
https://w3id.org/schulfach/SN_0000045	Polnisch	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Polnisch (KIM-Schulfach)			Gymnasium
https://w3id.org/schulfach/SN_0000046	Russisch	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Russisch (KIM-Schulfach)			Gymnasium
https://w3id.org/schulfach/SN_0000047	Schulspezifisches Profil	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen			FEHLT	Gymnasium 8-10
https://w3id.org/schulfach/SN_0000048	Schulspezifisches Profil unternehmerische Bildung	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen			FEHLT	Gymnasium 8-10
https://w3id.org/schulfach/SN_0000049	Spanisch	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen	Spanisch (KIM-Schulfach)			Gymnasium
https://w3id.org/schulfach/SN_0000050	Tschechisch	Schulfach,skos:Concept	Schulfächer (Sachsen)	Sachsen			FEHLT	Gymnasium
