URI	FACH	Type	Top Konzept	Bundesland	KIM-Fach exact	KIM-Fach exact	FEHLT	NOTIZEN
https://w3id.org/schulfach/BY_0000063	Wirtschaftsinformatik	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern		Wirtschaftskunde (KIM-Schulfach),Informatik (KIM-Schulfach)		Gymnasium
https://w3id.org/schulfach/BY_0000064	Wissenschaftspopädeutisches Seminar	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Gymnasium
https://w3id.org/schulfach/BY_0000065	Betriebswirtschaftliche Steuerung und Kontrolle	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Wirtschaftsschule
https://w3id.org/schulfach/BY_0000066	Digitale Bildung	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Wirtschaftsschule, Förderschule
https://w3id.org/schulfach/BY_0000067	Geschichte/Politik und Gesellschaft (WS)	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern		Geschichte (KIM-Schulfach),Politik (KIM-Schulfach),Gesellschaftswissenschaften (KIM-Schulfach)		Wirtschaftsschule
https://w3id.org/schulfach/BY_0000068	Informationsverarbeitung	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Wirtschaftsschule
https://w3id.org/schulfach/BY_0000069	Mensch, Umwelt, Technik	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Wirtschaftsschule
https://w3id.org/schulfach/BY_0000070	Mensch und Umwelt	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Wirtschaftsschule
https://w3id.org/schulfach/BY_0000071	Musisch-ästhetische Bildung	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern		Musik (KIM-Schulfach),Kunst (KIM-Schulfach)		Wirtschaftsschule
https://w3id.org/schulfach/BY_0000072	Wirtschaftsgeographie	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern		Wirtschaftskunde (KIM-Schulfach), Geografie (KIM-Schulfach)		Wirtschaftsschule
https://w3id.org/schulfach/BY_0000073	Ökonomische Bildung 	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Wirtschaftsschule
https://w3id.org/schulfach/BY_0000074	Ökonomische Bildung und Digitale Bildung 	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Wirtschaftsschule
https://w3id.org/schulfach/BY_0000075	Übungsunternehmen	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Wirtschaftsschule
https://w3id.org/schulfach/BY_0000076	Biotechnologie	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000077	Englisch Book Club	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern	Englisch (KIM-Schulfach)			Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000078	Experimentelles Gestalten	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule
https://w3id.org/schulfach/BY_0000079	Fachpraktische Ausbildung	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule
https://w3id.org/schulfach/BY_0000080	Geschichte/Politik und Gesellschaft (FOS/BOS)	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern		Geschichte (KIM-Schulfach),Politik (KIM-Schulfach),Gesellschaftswissenschaften (KIM-Schulfach)		Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000081	Gestaltung	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule
https://w3id.org/schulfach/BY_0000082	Gesundheitswirtschaft und Recht	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern	Gesundheit (KIM-Schulfach)		FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000083	Gesundheitswissenschaften	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern	Gesundheit (KIM-Schulfach)			Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000084	Internatinal Business Studies	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000085	Internationale Betriebswirtschaftslehre und Volkswirtschaftslehre	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000086	Internationale Politik	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern	Politik (KIM-Schulfach)			Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000087	Kommunikation und Interaktion	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000088	Medien	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern	Medienbildung (KIM-Schulfach)			Fachoberschule
https://w3id.org/schulfach/BY_0000089	Naturwissenschaften	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000090	Pädagogik/Psychologie	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern	Psychologie (KIM-Schulfach)		FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000091	Rechtslehre	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule
https://w3id.org/schulfach/BY_0000092	Sozialpsychologie	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule
https://w3id.org/schulfach/BY_0000093	Sozialwirtschaft und Recht	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000094	Soziologie	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000095	Spektrum der Gesundheit	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern	Gesundheit (KIM-Schulfach)			Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000096	Studier- und Arbeitstechniken	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000097	Technologie	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000098	Volkswirtschaftslehre	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000099	Wirtschaft Aktuell	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern	Wirtschaftskunde (KIM-Schulfach)			Fachoberschule, Berufsoberschule
https://w3id.org/schulfach/BY_0000100	Beruf und Arbeit	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000101	Freizeit	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000102	Grundlegender entwicklungsbezogener Unterricht	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000103	Leben in der Gesellschaft	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000104	Mobilität	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000105	Persönlichkeit und soziale Beziehungen	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
https://w3id.org/schulfach/BY_0000106	Sach- und lebensbezogener Unterricht	Schulfach,skos:Concept	Schulfächer (Bayern)	Bayern			FEHLT	Förderschule
