URI	FACH	Type	Top Konzept	Bundesland	KIM-Fach exact	KIM-Fach exact	GEFUNDEN	NOTIZEN
https://w3id.org/schulfach/NW_0000028	Latein	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Latein (KIM-Schulfach)			Gesamtschule, Gymnasium
https://w3id.org/schulfach/NW_0000029	Lateinisch	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Latein (KIM-Schulfach)			Sek II
https://w3id.org/schulfach/NW_0000030	Literatur	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	Sek II
https://w3id.org/schulfach/NW_0000031	Mathematik	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Mathematik (KIM-Schulfach)			
https://w3id.org/schulfach/NW_0000032	Musik	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Musik (KIM-Schulfach)			
https://w3id.org/schulfach/NW_0000033	Naturwissenschaften	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	Hauptschule, Gesamtschule
https://w3id.org/schulfach/NW_0000034	Neugriechisch	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Neugriechisch (KIM-Schulfach)			Gymnasium Sek I, Sek II
https://w3id.org/schulfach/NW_0000035	Niederländisch	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	Gesamtschule, Realschule, Gymnasium, Sek II
https://w3id.org/schulfach/NW_0000036	Orthodoxe Religionslehre	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	
https://w3id.org/schulfach/NW_0000037	Philosophie	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Philosophie (KIM-Schulfach)			Sek II
https://w3id.org/schulfach/NW_0000038	Physik	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Physik (KIM-Schulfach)			Realschule, Gymnasium, Sek II
https://w3id.org/schulfach/NW_0000039	Politik	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Politik (KIM-Schulfach)			Realschule
https://w3id.org/schulfach/NW_0000040	Portugiesisch	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Portugiesisch (KIM-Schulfach)			Gymnasium Sek I, Sek II
https://w3id.org/schulfach/NW_0000041	Praktische Philosophie	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Philosophie (KIM-Schulfach)			Primarstufe, Sek I
https://w3id.org/schulfach/NW_0000042	Psychologie	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Psychologie (KIM-Schulfach)			Sek II
