URI	FACH	Type	Top Konzept	Bundesland	KIM-Fach exact	KIM-Fach exact	GEFUNDEN	NOTIZEN
https://w3id.org/schulfach/HB_0000035	Psychologie	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen	Psychologie (KIM-Schulfach)			Sek II
https://w3id.org/schulfach/HB_0000036	Religion	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen			FEHLT	ohne Konfession
https://w3id.org/schulfach/HB_0000037	Russisch	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen	Russisch (KIM-Schulfach)			Sek I, Sek II
https://w3id.org/schulfach/HB_0000038	Sachunterricht	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen	Sachunterricht (KIM-Schulfach)			Primarstufe
https://w3id.org/schulfach/HB_0000039	Soziologie	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen			FEHLT	Sek II
https://w3id.org/schulfach/HB_0000040	Spanisch	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen	Spanisch (KIM-Schulfach)			Sek II
https://w3id.org/schulfach/HB_0000041	Sport	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen	Sport (KIM-Schulfach)			Sek I, Sek II
https://w3id.org/schulfach/HB_0000042	Türkisch	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen	Türkisch (KIM-Schulfach)			Sek I
https://w3id.org/schulfach/HB_0000043	Welt-Umweltkunde, Geschichte, Geographie, Politik	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen		Geschichte (KIM-Schulfach),Geografie (KIM-Schulfach),Politik (KIM-Schulfach)		Gymnasium Sek I
https://w3id.org/schulfach/HB_0000044	Wirtschaft-Arbeit-Technik	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen	Wirtschaftskunde (KIM-Schulfach)		FEHLT	Gymnasium
https://w3id.org/schulfach/HB_0000045	Wirtschaft/Arbeit/Technik	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen	Wirtschaftskunde (KIM-Schulfach)		FEHLT	Oberschule
https://w3id.org/schulfach/HB_0000046	Wirtschaftslehre	Schulfach,skos:Concept	Schulfächer (Bremen)	Bremen	Wirtschaftskunde (KIM-Schulfach)			Sek II
